date,price,house_id,id
2014-06-26,518500.0,3362400431,117
2014-06-23,205425.0,4060000240,118
2015-01-08,171800.0,3454800060,119
2015-05-11,535000.0,1695900060,120
2015-01-02,660000.0,7278700070,121
2014-11-19,391500.0,6675500070,122
2015-04-06,395000.0,3626039187,123
2014-11-04,445000.0,3524049083,124
2014-06-18,770000.0,3275860240,125
2015-03-02,1450000.0,4389200955,126
2014-07-17,445000.0,4058801670,127
2014-07-17,260000.0,8732020310,128
2014-06-13,822500.0,2331300505,129
2015-04-06,430000.0,7853210060,130
2015-01-05,212000.0,3668000070,131
2015-04-28,660500.0,9545240070,132
2014-06-12,784000.0,1243100136,133
2014-05-12,453246.0,8929000270,134
2015-01-26,675000.0,2767602356,135
2014-08-13,199000.0,921049315,136
2014-08-05,220000.0,3655000070,137
2014-05-29,452000.0,4027700812,138
2014-07-07,382500.0,3992700335,139
2014-05-07,519950.0,2767603505,140
2014-06-27,665000.0,4232901525,141
2014-07-08,527700.0,1777500060,142
2015-05-08,205000.0,1432900240,143
2015-04-15,420000.0,6140100875,144
2015-02-27,500000.0,6071600370,145
2014-12-03,921500.0,1526069017,146
2014-06-25,890000.0,809001525,147
2014-08-06,430000.0,3224079105,148
2014-10-30,258000.0,8075400570,149
2014-11-04,511000.0,1994200024,150
2014-08-20,532170.0,3362900810,151
2015-04-09,560000.0,1324300398,152
2015-03-31,282950.0,537000445,153
2015-04-01,2250000.0,7855801670,154
2014-05-16,350000.0,7920100045,155
2014-07-28,215000.0,8960000030,156
2014-11-20,650000.0,6388930390,157
2014-08-07,320000.0,8731900200,158
2014-11-13,247000.0,8029200135,159
2014-10-03,320000.0,1081200350,160
2014-05-07,255000.0,84000105,161
2015-03-09,438000.0,3756500060,162
2015-03-04,900000.0,7215720160,163
2014-06-20,441000.0,3574800520,164
2014-08-12,420000.0,2617300160,165
2014-12-08,370000.0,2558660270,166
2015-02-19,269950.0,2009000370,167
2015-03-24,807100.0,1836980160,168
2014-06-05,653000.0,3261020370,169
2014-06-11,371500.0,1755700060,170
2015-03-16,284000.0,4330600435,171
2015-01-02,272000.0,9542800700,172
2014-05-02,313000.0,1999700045,173
2015-01-16,917500.0,1762600070,174
2014-09-29,673000.0,1687900520,175
2015-02-10,425000.0,7234600798,176
2014-07-09,399950.0,3881900445,177
2014-05-30,385000.0,2254502445,178
2014-11-17,269950.0,5437810320,179
2015-01-07,330000.0,9158100075,180
2014-07-25,260000.0,3830630310,181
2015-04-14,470000.0,8123100045,182
2014-06-13,589000.0,3127200041,183
2014-07-23,163500.0,6661200320,184
2014-09-05,835000.0,11510310,185
2014-11-21,1100000.0,825059270,186
2015-04-15,269000.0,8731951370,187
2014-05-05,560000.0,1954440060,188
2015-04-18,615000.0,2264500350,189
2014-12-05,585188.0,1115810060,190
2014-08-18,305000.0,9477200200,191
2014-11-05,166950.0,1432600560,192
2014-09-12,799000.0,2287000060,193
2014-06-25,400000.0,3663500060,194
2014-12-01,230000.0,3996900125,195
2014-05-15,256883.0,7796450200,196
2014-11-11,423000.0,7549802535,197
2014-07-23,465000.0,3278600320,198
2015-01-13,440000.0,2824079053,199
2014-10-14,385000.0,1222069094,200
2015-03-11,210000.0,3542300060,201
2014-11-12,297000.0,2222059065,202
2014-07-16,470000.0,7551300060,203
2014-08-04,226500.0,100600550,204
2015-03-03,274250.0,3211100860,205
2014-08-04,840000.0,3456000310,206
2014-09-19,677900.0,9526600140,207
2015-02-05,425000.0,7465900060,208
2014-11-23,180250.0,1222000055,209
2014-07-17,464000.0,6300000550,210
2015-04-22,320000.0,2310030510,211
2014-07-17,625504.0,1025049114,212
2014-05-15,592500.0,8677300550,213
2015-01-14,465000.0,4014400292,214
2014-05-27,477000.0,1102000196,215
2015-01-15,280000.0,257000138,216
2015-02-21,1510000.0,46100204,217
2014-07-03,445838.0,1909600046,218
2014-08-28,1070000.0,1250202145,219
2014-10-23,467000.0,7611200125,220
2014-08-22,686000.0,5611500140,221
2014-06-05,279950.0,7138000260,222
2014-09-04,527000.0,626059335,223
2014-09-18,325000.0,1922059282,224
2014-09-03,328000.0,705700390,225
2014-06-04,390000.0,7454001200,226
2015-03-09,479950.0,8682281200,227
2014-05-29,264950.0,7972000200,228
2015-01-15,235000.0,722059070,229
2015-03-03,516500.0,7202340400,230
2015-04-13,655000.0,8096000060,231
2014-06-16,500000.0,2424000060,232
2014-11-21,315000.0,9264902050,233
2014-11-20,213000.0,943100260,234
2014-09-02,475000.0,3677400445,235
2014-06-10,1030000.0,1762600320,236
2015-04-09,416000.0,4058000060,237
2015-03-20,410000.0,7228500560,238
2014-07-01,800000.0,326069104,239
2014-05-29,472000.0,5152100060,240
2014-12-08,225000.0,3584000310,241
2014-10-01,210000.0,8150100045,242
2015-01-27,455000.0,1868901275,243
2015-04-27,225000.0,6131600075,244
2014-08-26,480000.0,9468200125,245
2015-02-12,363000.0,8029510030,246
2014-09-29,2400000.0,2025069065,247
2015-02-26,181000.0,7899800890,248
2015-03-14,250000.0,3021059276,249
2015-04-22,481000.0,3797001895,250
2014-09-23,260000.0,3832710960,251
2014-05-13,455000.0,1310430400,252
2015-04-01,415000.0,1422300030,253
2015-04-21,349500.0,1105000588,254
2014-09-29,245000.0,3830630060,255
2014-05-19,592500.0,5101404898,256
2014-10-20,385000.0,7972601890,257
2015-02-11,315000.0,5127001620,258
2014-11-24,255000.0,9407100800,259
2014-08-29,693000.0,1873100060,260
2014-12-02,780000.0,8722101360,261
2014-10-24,237000.0,8644000060,262
2014-12-16,525000.0,3325069129,263
2015-04-28,425000.0,1400300055,264
2014-10-27,369900.0,2123039032,265
2014-05-19,290000.0,8078560140,266
2014-09-29,285000.0,3438500192,267
2014-08-14,415000.0,7974200510,268
2015-04-09,272500.0,2557000400,269
2015-05-04,2900000.0,7960900060,270
2014-10-07,1370000.0,4054500390,271
2015-05-01,436000.0,6378500125,272
2014-10-17,210000.0,1745100140,273
2014-09-25,236000.0,2976800796,274
2014-11-24,331000.0,4235400186,275
2015-03-20,365000.0,4215100060,276
2015-01-27,450000.0,9189700045,277
2014-11-13,770000.0,1126049053,278
2015-05-05,455000.0,2022069200,279
2015-05-05,405000.0,9412900055,280
2014-07-03,304900.0,1722059235,281
2015-02-27,170000.0,6874200960,282
2015-05-13,2050000.0,7424700045,283
2014-06-30,780000.0,7202360350,284
2015-04-10,330000.0,5634500392,285
2014-09-05,370000.0,1509500060,286
2014-10-17,467000.0,7214810350,287
2015-02-09,405000.0,6647200060,288
2014-07-02,675000.0,9552700140,289
2014-08-12,500000.0,2200500350,290
2014-07-23,389999.0,6113400046,291
2015-02-24,630000.0,6619910140,292
2014-10-22,360000.0,1115450240,293
2014-10-02,580000.0,6073240060,294
2014-07-09,550000.0,9297300045,295
2014-07-10,879000.0,9510920070,296
2014-08-22,265000.0,5468730030,297
2015-03-04,446500.0,8079030390,298
2014-06-02,404000.0,600000152,299
2014-05-29,267500.0,1840000030,300
2014-06-24,3080000.0,3225069065,301
2014-08-11,335000.0,3260800030,302
2014-06-19,576000.0,2747100024,303
2015-04-01,208633.0,5104530560,304
2015-01-15,315000.0,4330600350,305
2015-02-17,725000.0,5016001535,306
2015-04-03,550000.0,7280300196,307
2014-06-12,610750.0,8651520400,308
2015-02-28,550700.0,7171200445,309
2015-01-08,665000.0,3204800200,310
2015-02-09,834000.0,3416600800,311
2014-10-23,201000.0,7994700030,312
2014-05-02,2380000.0,1860600135,313
2014-06-18,1380000.0,4139480200,314
2014-12-09,1400000.0,4139480200,315
2014-11-05,305000.0,1328320800,316
2015-04-08,487000.0,7771300125,317
2015-05-11,390000.0,3422059208,318
2014-07-23,548000.0,9521101455,319
2014-11-22,268750.0,4337000335,320
2014-05-13,819900.0,325059286,321
2014-10-23,520000.0,2597650240,322
2014-07-21,230000.0,3353400435,323
2015-02-02,240000.0,7972000240,324
2014-09-05,232000.0,7520000520,325
2015-03-11,240500.0,7520000520,326
2014-10-27,274975.0,3530210260,327
2014-09-05,740000.0,1959700550,328
2015-04-28,186375.0,1665400045,329
2014-07-25,790000.0,9542850320,330
2014-09-16,880000.0,3179100060,331
2015-04-16,279000.0,2946001550,332
2014-07-29,295000.0,8078490390,333
2015-04-08,640000.0,9550201550,334
2014-07-03,940000.0,191100045,335
2014-10-07,260000.0,5009600070,336
2014-06-02,559900.0,200350070,337
2014-07-22,791500.0,2877103726,338
2014-08-26,265000.0,405100295,339
2015-05-01,245000.0,4268200055,340
2015-04-24,485000.0,3126069068,341
2014-11-06,684000.0,1115300070,342
2014-09-09,425000.0,6414100671,343
2014-10-17,309600.0,7004200060,344
2014-07-18,552250.0,7852110140,345
2014-07-23,165000.0,3969300030,346
2014-12-29,239900.0,3969300030,347
2014-12-05,320000.0,4048400070,348
2014-10-21,206600.0,808000070,349
2015-04-16,387000.0,7374200030,350
2014-06-04,299000.0,7325600160,351
2014-09-22,855000.0,2757000030,352
2015-01-26,315000.0,616000140,353
2014-12-03,437500.0,3363900111,354
2015-03-24,252000.0,9262800171,355
2014-06-04,375000.0,6607000126,356
2014-08-06,300000.0,5416510830,357
2014-10-06,420000.0,2201500030,358
2014-05-05,900000.0,325059171,359
2014-08-05,679900.0,952003285,360
2014-06-05,463000.0,3211290370,361
2014-08-28,380000.0,1072010350,362
2014-12-10,329500.0,8856950070,363
2014-08-19,604950.0,925059078,364
2014-09-17,795000.0,7855801090,365
2015-01-30,465000.0,723099065,366
2015-03-26,673000.0,6116500075,367
2014-10-01,810000.0,1118500030,368
2015-04-23,785000.0,424069250,369
2014-11-20,338000.0,3291800710,370
2014-12-04,280000.0,6838700060,371
2014-10-01,315000.0,2231500030,372
2015-03-24,530000.0,2231500030,373
2014-12-23,380000.0,7683900200,374
2014-08-11,297000.0,8155830060,375
2014-05-20,730000.0,98020310,376
2014-06-09,450000.0,9423400140,377
2014-10-27,275000.0,1545804860,378
2015-04-29,595000.0,2883200160,379
2015-04-21,435000.0,7132300695,380
2014-09-16,270000.0,1726059053,381
2014-08-05,950000.0,624111000,382
2015-03-13,389000.0,808300310,383
2015-01-21,560000.0,8563040160,384
2014-07-28,1350000.0,713500030,385
2014-11-11,799000.0,8651600160,386
2014-06-25,365500.0,9517200030,387
2014-05-15,252350.0,2460700700,388
2014-09-05,403950.0,1223039290,389
2014-08-01,385000.0,2890100060,390
2014-12-10,345000.0,7972600860,391
2014-09-17,490000.0,8857320070,392
2014-06-18,330000.0,4047200695,393
2014-05-12,927000.0,1653500070,394
2014-07-28,1120000.0,1923000030,395
2015-04-30,330000.0,3649100320,396
2015-03-09,530000.0,7375300160,397
2014-06-23,365000.0,5175800060,398
2014-06-19,378750.0,1604601375,399
2014-06-19,269900.0,2473251090,400
2015-03-06,557000.0,9126100861,401
2014-08-25,360000.0,3420069065,402
2015-04-22,352000.0,6021501685,403
2015-02-24,437000.0,1151100070,404
2014-06-18,322500.0,8856950240,405
2014-09-12,650000.0,9385200055,406
2014-08-06,450000.0,7821200390,407
2015-04-17,278500.0,8078520310,408
2015-04-27,364950.0,1565950030,409
2014-09-11,840000.0,1560930070,410
2015-03-18,268000.0,6700400140,411
2014-07-16,517534.0,2422029094,412
2014-11-04,632925.0,1774220160,413
2014-07-23,577500.0,1525200060,414
2015-02-12,339000.0,1678400105,415
2014-09-09,570000.0,3426059070,416
2014-06-26,563500.0,824079032,417
2015-01-05,423000.0,2697100140,418
2014-12-23,355000.0,8724300030,419
2014-07-10,1550000.0,8678500060,420
2014-12-03,482000.0,625049299,421
2014-07-30,625000.0,6073200075,422
2014-12-19,538000.0,6388900710,423
2015-01-07,380000.0,1442860160,424
2014-07-17,375000.0,7942600310,425
2015-04-03,245000.0,1545808560,426
2014-11-14,310000.0,936000060,427
2015-02-25,1300000.0,9808650060,428
2014-05-06,397000.0,3754700160,429
2015-05-12,365000.0,305500140,430
2014-10-28,328500.0,5468750060,431
2014-09-08,988000.0,2944010240,432
2014-07-22,1000000.0,3454000060,433
2014-09-03,237000.0,646910160,434
2014-09-19,525000.0,8564950390,435
2014-09-16,749000.0,2268400350,436
2014-08-21,722500.0,7504101040,437
2015-03-12,843000.0,11500890,438
2014-07-08,438000.0,9528102772,439
2014-09-16,578000.0,284000223,440
2014-09-23,227950.0,3353401710,441
2014-07-22,196000.0,8159610030,442
2014-07-15,641000.0,3179100435,443
2015-04-22,350000.0,822079033,444
2014-08-19,205000.0,8857600960,445
2014-12-02,400000.0,1774000200,446
2014-11-10,1030000.0,2024069128,447
2015-03-19,505000.0,1049010390,448
2014-10-09,475000.0,7905370390,449
2014-11-05,520000.0,4140090240,450
2015-05-02,1450000.0,4055700030,451
2014-12-31,333500.0,3775300030,452
2015-02-22,232000.0,2525300030,453
2015-04-21,691100.0,1324059104,454
2014-10-14,811000.0,2287000030,455
2014-05-20,551000.0,7702010030,456
2015-01-08,496500.0,1529200340,457
2014-11-26,705000.0,2122039094,458
2014-06-12,578000.0,1742800030,459
2015-01-28,255000.0,1796360350,460
2014-06-26,1050000.0,6154500070,461
2015-03-05,348000.0,1843100340,462
2014-11-04,230000.0,8944290160,463
2014-12-09,359500.0,4166600473,464
2014-11-12,330000.0,7282300125,465
2014-05-23,80000.0,8658300340,466
2014-12-01,465000.0,2419600075,467
2014-10-15,325000.0,2621760350,468
2015-01-07,340500.0,1723049270,469
2015-01-06,342500.0,4123840310,470
2014-06-23,290900.0,2172000075,471
2015-02-13,868700.0,8651611170,472
2014-11-13,1200000.0,8820902200,473
2014-10-14,1150000.0,8651610890,474
2014-08-11,859900.0,1853080570,475
2014-08-08,520000.0,3629920030,476
2014-07-11,460000.0,1604602050,477
2014-09-01,438924.0,6844700810,478
2015-04-06,315000.0,66000070,479
2014-07-18,590000.0,6665800030,480
2014-11-04,378500.0,2205700350,481
2014-06-03,328500.0,5466000030,482
2015-03-25,849950.0,6189200125,483
2014-10-27,525000.0,9169600135,484
2015-04-10,1390000.0,2625069070,485
2015-04-28,295000.0,8732131090,486
2014-07-11,1070000.0,9286000240,487
2014-07-21,207950.0,1895000260,488
2014-12-16,699900.0,8691370400,489
2015-02-10,1280000.0,5423010350,490
2014-11-20,452000.0,8562501040,491
2015-02-05,370000.0,2475200140,492
2015-01-27,232000.0,7942100310,493
2014-10-30,669950.0,3760000030,494
2014-06-14,397500.0,1727500340,495
2014-05-12,490000.0,9828702519,496
2015-01-28,725000.0,4432600075,497
2014-09-17,299000.0,7806300030,498
2014-08-18,625000.0,9274202270,499
2014-11-06,437500.0,7852030960,500
2015-05-10,650000.0,7852170140,501
2014-05-19,475000.0,7518503335,502
2014-05-02,342000.0,5467900070,503
2014-10-15,1200000.0,1245002952,504
2015-02-10,280000.0,8906200070,505
2014-05-21,240000.0,5379805885,506
2014-05-27,529000.0,2769600560,507
2015-02-02,442000.0,9238901420,508
2014-05-08,615000.0,5113400431,509
2014-06-12,1490000.0,3885805665,510
2015-05-05,585000.0,8121200810,511
2015-03-05,480000.0,5126310400,512
2014-07-21,1100000.0,7322910030,513
2014-11-05,290000.0,2827100070,514
2014-08-20,615000.0,9276201895,515
2015-03-11,300000.0,4402700070,516
2014-10-29,308000.0,1922059046,517
2015-05-07,750000.0,925059288,518
2014-11-14,2250000.0,4386700135,519
2014-08-05,890000.0,1923069078,520
2015-03-25,288000.0,1432400335,521
2014-09-06,190000.0,1180003090,522
2015-03-26,515000.0,726049331,523
2014-11-05,235000.0,3340401555,524
2014-08-18,275000.0,7453000070,525
2014-11-21,727500.0,4348800030,526
2014-06-20,650000.0,7202331420,527
2014-06-18,1600000.0,3225079035,528
2014-11-05,365000.0,6381500700,529
2014-10-08,662000.0,339500160,530
2015-04-29,270500.0,1545807610,531
2015-05-05,200000.0,1843200240,532
2015-02-24,970000.0,4403600270,533
2014-06-24,160000.0,2008200060,534
2015-02-18,204000.0,1521069070,535
2015-02-18,358000.0,2459500310,536
2015-05-01,452000.0,6204420070,537
2014-12-04,595000.0,5694500105,538
2015-04-10,249000.0,5466410030,539
2015-03-10,346900.0,9485740340,540
2015-02-18,2130000.0,622049114,541
2014-10-30,280000.0,2270000070,542
2014-10-13,318888.0,1310900260,543
2014-09-11,530000.0,224069094,544
2014-11-21,375000.0,7800800160,545
2015-04-22,910000.0,2944000240,546
2014-05-23,782000.0,4139400710,547
2015-03-19,259950.0,7899800860,548
2014-09-23,315000.0,2473420140,549
2014-05-28,215000.0,5000500055,550
2014-07-23,705000.0,4099500935,551
2014-10-13,1450000.0,1373800295,552
2015-05-08,451000.0,4025300135,553
2014-09-02,261000.0,3294700310,554
2014-11-17,396000.0,8718500075,555
2014-07-22,725000.0,4309710240,556
2014-06-20,1950000.0,5486800070,557
2014-07-15,238000.0,236400320,558
2015-04-27,750000.0,4376700570,559
2014-10-27,331500.0,8648100200,560
2014-10-28,460000.0,3624079046,561
2014-07-07,404950.0,1921069084,562
2014-12-17,880000.0,6431500140,563
2014-06-13,863000.0,2725069050,564
2014-12-16,638700.0,5307100060,565
2014-07-28,435000.0,7203102050,566
2014-12-31,260000.0,561000075,567
2014-08-14,671500.0,2436701180,568
2014-10-22,610000.0,809002765,569
2014-12-18,405000.0,4045500710,570
2014-07-18,338900.0,5104510270,571
2015-01-23,720000.0,98020350,572
2015-04-24,442000.0,1714900060,573
2014-06-03,650000.0,1189000030,574
2015-01-02,263500.0,2473360060,575
2014-12-17,300000.0,222069082,576
2014-12-09,266000.0,8669160310,577
2014-12-11,930000.0,1526069135,578
2015-01-27,530000.0,1088650310,579
2014-12-11,180000.0,8945200860,580
2014-05-16,619000.0,7853240200,581
2014-08-21,264000.0,7511800070,582
2014-07-01,730000.0,2998800125,583
2014-10-22,439000.0,3876300310,584
2014-11-17,268500.0,5419800510,585
2014-07-15,330000.0,192460060,586
2014-08-19,640000.0,7942601895,587
2014-07-08,900000.0,7504010570,588
2014-09-30,370000.0,1442740140,589
2015-03-14,685000.0,6909200575,590
2014-09-04,505000.0,2525069041,591
2014-10-21,265000.0,3620069036,592
2015-03-24,290000.0,2781280390,593
2014-09-02,296000.0,9542830350,594
2015-02-13,360000.0,1123049053,595
2014-06-04,240500.0,8018600765,596
2014-07-22,372500.0,3278600240,597
2014-10-02,595000.0,7846200070,598
2014-10-17,515000.0,662310400,599
2014-08-05,1220000.0,8651100140,600
2014-10-09,507000.0,8682250350,601
2015-02-04,399950.0,3211230260,602
2014-08-20,185000.0,4233400340,603
2014-08-25,460000.0,7199350340,604
2015-02-24,435500.0,3904901710,605
2015-04-08,469000.0,240000058,606
2014-05-05,531000.0,6865200444,607
2015-02-06,443500.0,9498200046,608
2014-11-26,223000.0,1796380960,609
2015-04-17,590000.0,5631500868,610
2014-12-09,340000.0,3126049411,611
2014-11-05,650000.0,2321300390,612
2014-09-25,533600.0,3905040800,613
2014-06-10,695000.0,4379400260,614
2014-06-17,242000.0,5115000160,615
2015-01-14,425000.0,2826049234,616
2015-05-06,525000.0,6600700030,617
2014-09-22,485000.0,3904930240,618
2015-01-13,175000.0,9407110700,619
2014-06-19,210000.0,1682500160,620
2015-04-15,260000.0,8078570390,621
2014-06-23,577000.0,3010300240,622
2014-10-21,200000.0,9500900135,623
2015-02-25,605000.0,461001615,624
2014-05-21,325000.0,6411600069,625
2014-08-14,289500.0,7812800565,626
2014-08-08,559950.0,7548300731,627
2015-04-06,1040000.0,8925100390,628
2014-10-09,543500.0,7010700292,629
2014-05-22,480000.0,9485951170,630
2014-05-23,218000.0,5437820310,631
2014-06-22,565000.0,582000135,632
2014-12-12,426700.0,3204800370,633
2014-09-12,650000.0,8832900550,634
2014-09-24,542000.0,9550204515,635
2014-06-24,415000.0,7199330390,636
2014-08-15,214000.0,6131600060,637
2015-01-21,245000.0,5379805460,638
2014-07-01,314500.0,7212652180,639
2015-04-09,1120000.0,6379500640,640
2015-03-03,378000.0,4315700060,641
2014-07-28,305000.0,3329500060,642
2015-03-20,595000.0,4140090320,643
2015-05-12,729500.0,9385200045,644
2014-09-30,430000.0,7852180340,645
2015-04-09,240000.0,1545804340,646
2015-03-20,545000.0,2490200320,647
2014-07-07,530000.0,2218000335,648
2014-11-18,157000.0,922049078,649
2015-04-07,425000.0,2586800270,650
2014-11-17,220000.0,4338800370,651
2014-11-24,521000.0,7214700350,652
2014-05-23,325000.0,3226200105,653
2015-04-03,597500.0,2324039036,654
2014-07-23,337000.0,7849202231,655
2015-04-22,1000000.0,5196410260,656
2014-11-20,3070000.0,3760500116,657
2014-05-07,495000.0,2985800030,658
2015-01-02,748000.0,259900160,659
2014-09-02,888000.0,708000030,660
2015-03-24,269900.0,192460310,661
2014-11-13,496500.0,9412200260,662
2015-01-21,475000.0,1062100116,663
2014-05-27,312000.0,6798100662,664
2014-11-24,323000.0,1775920350,665
2014-11-24,331000.0,2525500260,666
2014-05-14,306000.0,6145600041,667
2014-09-30,655000.0,3300701615,668
2014-07-09,290000.0,5151600340,669
2014-08-02,1250000.0,7613700521,670
2014-06-16,460000.0,2710600045,671
2014-09-12,435000.0,5101405124,672
2015-03-16,664000.0,6067910030,673
2014-07-29,865000.0,1959701890,674
2014-08-13,385000.0,1402200340,675
2014-07-18,497000.0,3558900070,676
2014-06-23,280000.0,7846700310,677
2015-01-27,188000.0,3348401740,678
2014-09-30,478500.0,3013300288,679
2014-07-31,1150000.0,7852070060,680
2014-08-15,222000.0,5029450160,681
2014-05-28,799000.0,3526069070,682
2014-06-09,609900.0,5104540240,683
2014-10-16,413000.0,3438500486,684
2014-10-13,400000.0,5102400105,685
2015-01-05,802541.0,2346200030,686
2014-05-19,320000.0,1321710030,687
2015-03-11,507000.0,7853290030,688
2014-09-24,387500.0,1566100400,689
2015-02-24,396000.0,1775800800,690
2014-08-21,373000.0,9133600075,691
2014-09-23,1480000.0,5450900060,692
2014-07-21,359900.0,1402600700,693
2015-03-04,410000.0,8024200350,694
2014-07-12,690000.0,3121500340,695
2014-06-25,245000.0,7697870860,696
2014-12-29,700000.0,7527200030,697
2014-09-22,268000.0,2013200390,698
2014-06-10,225000.0,766500030,699
2014-10-09,980000.0,6664000030,700
2015-04-07,795000.0,9349900105,701
2015-05-04,195000.0,1895000045,702
2014-11-03,480000.0,6205500030,703
2014-12-19,485000.0,7011200260,704
2014-08-15,130000.0,41000454,705
2014-08-04,325000.0,7203600550,706
2015-04-13,440000.0,9477200560,707
2014-10-14,550000.0,4022907770,708
2014-08-05,310000.0,5231000060,709
2014-07-01,530000.0,6055000310,710
2014-06-25,390000.0,3216900060,711
2014-09-08,243000.0,7967200060,712
2014-07-22,639000.0,8077210350,713
2014-09-18,215000.0,7203000640,714
2015-03-04,405000.0,2988000070,715
2014-12-22,250000.0,3832200070,716
2014-07-15,405500.0,3670500710,717
2014-07-28,452000.0,8820903380,718
2015-01-02,730000.0,8820903380,719
2015-04-14,267000.0,4233400400,720
2014-08-08,289950.0,3793500550,721
2014-07-28,565000.0,6431000270,722
2014-08-08,1580000.0,2225059214,723
2015-04-20,636000.0,7694800270,724
2014-09-18,350000.0,2171400197,725
2014-06-04,320000.0,2473400340,726
2014-06-13,210000.0,3530490070,727
2014-09-10,245000.0,1932300075,728
2014-11-06,328000.0,2525000510,729
2014-05-09,985000.0,1853000510,730
2014-06-12,501000.0,1742800060,731
2014-09-17,315000.0,2723089104,732
2014-05-08,403000.0,2619950350,733
2014-07-15,550000.0,4021100045,734
2015-01-13,347500.0,731500200,735
2014-10-06,365000.0,2591820310,736
